path,target_1,target_2,target_3
/data/dataset/Phishing_-_3rd_Party/9727a8ee1b68e45824c255b62a4bcb2c/0_message.eml,malicious,phishing,third_party
/data/dataset/Phishing_-_3rd_Party/3de891631bcd78505edd43b4bd4bcba2/0_message.eml,malicious,phishing,third_party
/data/dataset/Spam_–_Inbound/6353997a1bce5d1024c255b62a4bcb83/0_message.eml,benign,spam,inbound
/data/dataset/Spam_–_Inbound/ec47d6211b76011045ad766f034bcb7a/2_message.eml,benign,spam,inbound
/data/dataset/Phishing_-_3rd_Party/62e5cf029348ee905a9f30edfaba104f/2_message.eml,malicious,phishing,third_party
/data/dataset/Spam_–_Inbound/c4fe5ac21b8341509068c992604bcbd4/0_message.eml,benign,spam,inbound
/data/dataset/Spam_–_Inbound/f53097411b8fc9109068c992604bcb8c/1_message.eml,benign,spam,inbound
/data/dataset/Phishing_-_3rd_Party/7c1de904939ce2103b34f42e1dba1068/0_message.eml,malicious,phishing,third_party
/data/dataset/Phishing_-_3rd_Party/73d6dba51b9f341024c255b62a4bcb6a/0_message.eml,malicious,phishing,third_party
/data/dataset/Self-Phishing/4f3c98491b79a91027278556cc4bcb60/0_message.eml,malicious,phishing,self_phishing
/data/dataset/Spam_–_Inbound/309998c193ee4290b90efd6e1dba1081/0_message.eml,benign,spam,inbound
/data/dataset/Self-Phishing/6886dc871b26f0109068c992604bcbca/1_message.eml,malicious,phishing,self_phishing
/data/dataset/Self-Phishing/4f78bc771b63e8105edd43b4bd4bcb33/0_message.eml,malicious,phishing,self_phishing
/data/dataset/Self-Phishing/5e2fdb091b1be51081d2c8486b4bcb68/0_message.eml,malicious,phishing,self_phishing
/data/dataset/Self-Phishing/868c194f1bc4e01424c255b62a4bcb21/1_message.eml,malicious,phishing,self_phishing
/data/dataset/Phishing_UBC_-_Outbound/9336bf481b2255d024c255b62a4bcbbd/0_message.eml,malicious,phishing,ubc_outbound
/data/dataset/Self-Phishing/302a3d2c47ac9a90072fbf12516d430d/0_message.eml,malicious,phishing,self_phishing
/data/dataset/Legitimate_Email_Confirmed/f40ecb821b0878d05edd43b4bd4bcbad/1_message.eml,benign,legitimate,legitimate_email_confirmed
/data/dataset/Self-Phishing/43fbee1c1b78b150ba8f539f034bcb85/0_message.eml,malicious,phishing,self_phishing
/data/dataset/Phishing_-_3rd_Party/43bd59801b2db0109068c992604bcb14/0_Urgent.eml,malicious,phishing,third_party
/data/dataset/Self-Phishing/fd90200b1ba6f0109068c992604bcb06/0_message.eml,malicious,phishing,self_phishing
/data/dataset/Phishing_-_3rd_Party/c66782ad470e06d0d8618571516d439f/1_message.eml,malicious,phishing,third_party
/data/dataset/Self-Phishing/e394addb1bad301027278556cc4bcbb7/1_message.eml,malicious,phishing,self_phishing
/data/dataset/Phishing_-_3rd_Party/280eeae51b7a011045ad766f034bcbe5/2_message.eml,malicious,phishing,third_party
/data/dataset/Phishing_UBC_-_Outbound/d269b02147c50210d8618571516d4307/0_message.eml,malicious,phishing,ubc_outbound
/data/dataset/Spam_–_Outbound/05e80e0f1bdb141024c255b62a4bcb37/1_message.eml,benign,spam,outbound
/data/dataset/Phishing_-_3rd_Party/e14f10d41be8b4509068c992604bcb94/3_Short papers.eml,malicious,phishing,third_party
/data/dataset/Reply_Chain_Attack/04cdce781b2d75500dbaec21b24bcbac/0_message.eml,malicious,reply-chain-attack,reply-chain-attack
/data/dataset/Phishing_-_3rd_Party/b33e596e1bd7a4905edd43b4bd4bcbba/0_message.eml,malicious,phishing,third_party
/data/dataset/Self-Phishing/3e8b2ec81b8119501cfdeac3b24bcbc9/0_message.eml,malicious,phishing,self_phishing
/data/dataset/Phishing_-_3rd_Party/1caf87c847288210072fbf12516d4311/0_message.eml,malicious,phishing,third_party
/data/dataset/Phishing_-_3rd_Party/b89696161b426450b2eda8ecbc4bcbf5/0_message.eml,malicious,phishing,third_party
/data/dataset/Phishing_-_3rd_Party/33b726ec1babd5509068c992604bcb14/0_message.eml,malicious,phishing,third_party
/data/dataset/Phishing_-_3rd_Party/c2d7b6d41ba98d5024c255b62a4bcb95/0_message.eml,malicious,phishing,third_party
/data/dataset/Spam_–_Inbound/cc5f59561bb5255027278556cc4bcbbe/0_message.eml,benign,spam,inbound
/data/dataset/Phishing_–_UBC/c65895ca1bda959024c255b62a4bcbf6/0_message.eml,malicious,phishing,ubc
